INSERT INTO `students` (`id`, `degree_id`, `name`, `surname`, `date_of_birth`, `fiscal_code`, `enrolment_date`, `registration_number`, `email`) VALUES
('Nayade', '1982-03-14'),
('Graziano', '1982-03-14'),
('Prisca', '1982-03-06'),
('Ursula', '1982-03-06'),
('Gianantonio', '1982-03-01'),
('Monia', '1982-02-22'),
('Gilda', '1982-02-22'),
('Domingo', '1982-02-21'),
('Loredana', '1982-02-20'),
('Cleopatra', '1982-02-13'),
('Lucia', '1982-02-06'),
('Maggiore', '1982-02-04'),
('Osea', '1982-02-04'),
('Miriam', '1982-02-03'),
('Zaccaria', '1982-02-02'),
('Felicia', '1982-01-31'),
('Matilde', '1982-01-30'),
('Fernando', '1982-01-27'),
('Ninfa', '1982-01-27'),
('Nick', '1982-01-26'),
('Carlo', '1982-01-25'),
('Piersilvio', '1982-01-23'),
('Damiana', '1982-01-19'),
('Michele', '1982-01-17'),
('Piccarda', '1982-01-15'),
('Augusto', '1982-01-14'),
('Joannes', '1982-01-14'),
('Ileana', '1982-01-03'),
('Ursula', '1981-12-31'),
('Benedetta', '1981-12-25'),
('Ruth', '1981-12-24'),
('Piersilvio', '1981-12-24'),
('Iacopo', '1981-12-23'),
('Audenico', '1981-12-19'),
('Gianantonio', '1981-12-14'),
('Sasha', '1981-12-14'),
('Nicoletta', '1981-12-11'),
('Penelope', '1981-12-07'),
('Oreste', '1981-12-06'),
('Carmelo', '1981-12-01'),
('Guendalina', '1981-11-27'),
('Egidio', '1981-11-26'),
('Giobbe', '1981-11-23'),
('Ludovico', '1981-11-22'),
('Felicia', '1981-11-17'),
('Brigitta', '1981-11-16'),
('Ortensia', '1981-11-12'),
('Michael', '1981-11-11'),
('Ninfa', '1981-11-09'),
('Pablo', '1981-11-04'),
('Erminia', '1981-10-31'),
('Mariapia', '1981-10-28'),
('Maristella', '1981-10-27'),
('Alessandro', '1981-10-24'),
('Sasha', '1981-10-22'),
('Mercedes', '1981-10-21'),
('Terzo', '1981-10-20'),
('Flavio', '1981-10-20'),
('Erminia', '1981-10-19'),
('Ruth', '1981-10-17'),
('Romolo', '1981-10-12'),
('Xavier', '1981-10-11'),
('Edipo', '1981-10-10'),
('Vitalba', '1981-10-07'),
('Lino', '1981-10-07'),
('Maria', '1981-10-05'),
('Filomena', '1981-09-30'),
('Raniero', '1981-09-29'),
('Bibiana', '1981-09-28'),
('Rufo', '1981-09-27'),
('Rosalba', '1981-09-23'),
('Tolomeo', '1981-09-16'),
('Anastasio', '1981-09-11'),
('Ileana', '1981-09-10'),
('Gelsomina', '1981-09-07'),
('Assia', '1981-09-07'),
('Cira', '1981-09-06'),
('Bibiana', '1981-09-06'),
('Dimitri', '1981-09-04'),
('Quasimodo', '1981-09-03'),
('Tosca', '1981-08-30'),
('Damiana', '1981-08-23'),
('Mercedes', '1981-08-20'),
('Rosalba', '1981-08-18'),
('Bibiana', '1981-08-14'),
('Marina', '1981-08-11'),
('Tosca', '1981-08-11'),
('Alighieri', '1981-08-10'),
('Omar', '1981-08-03'),
('Anselmo', '1981-07-30'),
('Arcibaldo', '1981-07-29'),
('Cecco', '1981-07-27'),
('Lorenzo', '1981-07-26'),
('Osea', '1981-07-25'),
('Diana', '1981-07-22'),
('Genziana', '1981-07-18'),
('Ione', '1981-07-18'),
('Olimpia', '1981-07-16'),
('Tommaso', '1981-07-16'),
('Filomena', '1981-07-15'),
('Manfredi', '1981-07-13'),
('Ferdinando', '1981-07-12'),
('Miriam', '1981-07-01'),
('Gavino', '1981-06-29'),
('Loredana', '1981-06-25'),
('Nayade', '1981-06-24'),
('Ruth', '1981-06-16'),
('Gelsomina', '1981-06-15'),
('Ferdinando', '1981-06-15'),
('Joshua', '1981-06-13'),
('Irene', '1981-06-12'),
('Osea', '1981-06-09'),
('Ruth', '1981-06-08'),
('Maristella', '1981-06-07'),
('Mariagiulia', '1981-06-04'),
('Rita', '1981-06-01'),
('Celeste', '1981-05-31'),
('Marieva', '1981-05-27'),
('Felicia', '1981-05-25'),
('Odone', '1981-05-21'),
('Marvin', '1981-05-17'),
('Teseo', '1981-05-11'),
('Elsa', '1981-05-11'),
('Liborio', '1981-05-10'),
('Dimitri', '1981-05-05'),
('Fortunata', '1981-05-04'),
('Rita', '1981-05-04'),
('Audenico', '1981-04-30'),
('Deborah', '1981-04-29'),
('Cecco', '1981-04-27'),
('Loretta', '1981-04-25'),
('Miriana', '1981-04-24'),
('Lorenzo', '1981-04-23'),
('Oretta', '1981-04-23'),
('Silverio', '1981-04-22'),
('Emanuel', '1981-04-22'),
('Karim', '1981-04-21'),
('Noah', '1981-04-18'),
('Benedetta', '1981-04-17'),
('Odino', '1981-04-16'),
('Diamante', '1981-04-16'),
('Alan', '1981-04-09'),
('Fabiano', '1981-04-07'),
('Flaviana', '1981-04-07'),
('Manfredi', '1981-04-07'),
('Giordano', '1981-04-02'),
('Deborah', '1981-03-31'),
('Piccarda', '1981-03-31'),
('Nayade', '1981-03-30'),
('Oretta', '1981-03-21'),
('Quasimodo', '1981-03-19'),
('Elio', '1981-03-18'),
('Deborah', '1981-03-17'),
('Battista', '1981-03-09'),
('Artemide', '1981-03-08'),
('Loris', '1981-03-05'),
('Mauro', '1981-03-05'),
('Marzio', '1981-03-04'),
('Kayla', '1981-03-03'),
('Tazio', '1981-02-28'),
('Shaira', '1981-02-28'),
('Radames', '1981-02-27'),
('Tommaso', '1981-02-22'),
('Joannes', '1981-02-21'),
('Violante', '1981-02-21'),
('Dante', '1981-02-10'),
('Joey', '1981-02-08'),
('Rebecca', '1981-02-08'),
('Loredana', '1981-02-08'),
('Rosalba', '1981-02-07'),
('Fabio', '1981-02-06'),
('Rebecca', '1981-02-04'),
('Maggiore', '1981-02-02'),
('Flaviana', '1981-01-27'),
('Dindo', '1981-01-25'),
('Demis', '1981-01-25'),
('Timoteo', '1981-01-24'),
('Helga', '1981-01-22'),
('Cassiopea', '1981-01-19'),
('Sandro', '1981-01-18'),
('Elsa', '1981-01-17'),
('Leonardo', '1981-01-17'),
('Kristel', '1981-01-16'),
('Romeo', '1981-01-16'),
('Rosalba', '1981-01-16'),
('Ippolito', '1981-01-15'),
('Ippolito', '1981-01-13'),
('Lia', '1981-01-11'),
('Miriana', '1981-01-10'),
('Noemi', '1981-01-08'),
('Giulietta', '1981-01-05'),
('Clea', '1981-01-05'),
('Radames', '1981-01-05'),
('Lucia', '1981-01-05'),
('Soriana', '1981-01-02'),
('Priamo', '1981-01-01'),
('Samuel', '1980-12-31'),
('Muzio', '1980-12-31'),
('Gianriccardo', '1980-12-25'),
('Dindo', '1980-12-24'),
('Marvin', '1980-12-24'),
('Diana', '1980-12-21'),
('Vera', '1980-12-20'),
('Samuel', '1980-12-20'),
('Maria', '1980-12-12'),
('Giulio', '1980-12-12'),
('Damiana', '1980-12-08'),
('Graziano', '1980-12-08'),
('Gianantonio', '1980-12-07'),
('Ninfa', '1980-12-06'),
('Orfeo', '1980-12-05'),
('Ingrid', '1980-12-03'),
('Kris', '1980-12-03'),
('Giuliano', '1980-12-02'),
('Zelida', '1980-12-01'),
('Diana', '1980-11-30'),
('Ethan', '1980-11-22'),
('Lazzaro', '1980-11-20'),
('Enrico', '1980-11-17'),
('Rebecca', '1980-11-16'),
('Umberto', '1980-11-15'),
('Walter', '1980-11-08'),
('Kayla', '1980-11-04'),
('Rosalino', '1980-11-01'),
('Celeste', '1980-10-31'),
('Lucrezia', '1980-10-31'),
('Fiorenzo', '1980-10-31'),
('Alighiero', '1980-10-29'),
('Vinicio', '1980-10-29'),
('Manfredi', '1980-10-29'),
('Terzo', '1980-10-26'),
('Tosca', '1980-10-24'),
('Ciro', '1980-10-17'),
('Maggiore', '1980-10-15'),
('Hector', '1980-10-14'),
('Mirko', '1980-10-10'),
('Ethan', '1980-10-08'),
('Kristel', '1980-10-05'),
('Genziana', '1980-09-30'),
('Clea', '1980-09-28'),
('Giacobbe', '1980-09-27'),
('Michele', '1980-09-25'),
('Celeste', '1980-09-21'),
('Fiorenzo', '1980-09-20'),
('Lauro', '1980-09-19'),
('Noel', '1980-09-17'),
('Selvaggia', '1980-09-13'),
('Alessandro', '1980-09-12'),
('Yago', '1980-09-11'),
('Umberto', '1980-09-10'),
('Leonardo', '1980-09-09'),
('Augusto', '1980-09-08'),
('Prisca', '1980-09-07'),
('Giulio', '1980-09-04'),
('Kayla', '1980-09-04'),
('Lia', '1980-09-03'),
('Edilio', '1980-09-02'),
('Joshua', '1980-08-31'),
('Rebecca', '1980-08-30'),
('Cesidia', '1980-08-30'),
('Boris', '1980-08-29'),
('Adriano', '1980-08-29'),
('Sandro', '1980-08-25'),
('Miriam', '1980-08-23'),
('Claudia', '1980-08-23'),
('Mercedes', '1980-08-21'),
('Emilia', '1980-08-20'),
('Costantino', '1980-08-19'),
('Marcella', '1980-08-18'),
('Gregorio', '1980-08-18'),
('Ermes', '1980-08-12'),
('Demis', '1980-08-11'),
('Deborah', '1980-08-09'),
('Lucrezia', '1980-08-04'),
('Egidio', '1980-08-04'),
('Olimpia', '1980-08-02'),
('Prisca', '1980-07-24'),
('Amos', '1980-07-23'),
('Max', '1980-07-19'),
('Tristano', '1980-07-19'),
('Demi', '1980-07-15'),
('Brigitta', '1980-07-12'),
('Battista', '1980-07-10'),
('Terzo', '1980-07-02'),
('Morgana', '1980-06-27'),
('Tolomeo', '1980-06-27'),
('Piersilvio', '1980-06-19'),
('Damiano', '1980-06-16'),
('Isira', '1980-06-15'),
('Loretta', '1980-06-14'),
('Laura', '1980-06-14'),
('Ursula', '1980-06-14'),
('Marina', '1980-06-09'),
('Lazzaro', '1980-06-05'),
('Lucrezia', '1980-06-05'),
('Felicia', '1980-06-05'),
('Secondo', '1980-05-31'),
('Danny', '1980-05-29'),
('Donatella', '1980-05-29'),
('Giobbe', '1980-05-23'),
('Vitalba', '1980-05-23'),
('Vania', '1980-05-21'),
('Terzo', '1980-05-21'),
('Ausonio', '1980-05-19'),
('Ludovico', '1980-05-18'),
('Marieva', '1980-05-16'),
('Miriana', '1980-05-15'),
('Rita', '1980-05-14'),
('Mirko', '1980-05-13'),
('Rebecca', '1980-05-13'),
('Miriam', '1980-05-07'),
('Ferdinando', '1980-04-28'),
('Eustachio', '1980-04-26'),
('Patrizio', '1980-04-25'),
('Radio', '1980-04-23'),
('Celeste', '1980-04-22'),
('Quirino', '1980-04-22'),
('Orfeo', '1980-04-22'),
('Lia', '1980-04-21'),
('Pietro', '1980-04-20'),
('Danthon', '1980-04-19'),
('Rosalino', '1980-04-18'),
('Maristella', '1980-04-17'),
('Ione', '1980-04-15'),
('Santo', '1980-04-14'),
('Rita', '1980-04-13'),
('Clea', '1980-04-10'),
('Rosalba', '1980-04-08'),
('Carlo', '1980-04-08'),
('Leone', '1980-04-04'),
('Olimpia', '1980-03-28'),
('Furio', '1980-03-28'),
('Edilio', '1980-03-27'),
('Ione', '1980-03-26'),
('Danny', '1980-03-25'),
('Eliziario', '1980-03-24'),
('Maruska', '1980-03-16'),
('Domingo', '1980-03-16'),
('Ninfa', '1980-03-16'),
('Erminia', '1980-03-15'),
('Ileana', '1980-03-13'),
('Sarita', '1980-03-08'),
('Helga', '1980-03-07'),
('Ian', '1980-03-05'),
('Rudy', '1980-03-02'),
('Muzio', '1980-03-02'),
('Ortensia', '1980-02-21'),
('Harry', '1980-02-20'),
('Tancredi', '1980-02-11'),
('Akira', '1980-02-11'),
('Felicia', '1980-02-08'),
('Sue ellen', '1980-02-08'),
('Thea', '1980-02-03'),
('Claudia', '1980-02-02'),
('Isabel', '1980-01-24'),
('Cassiopea', '1980-01-22'),
('Soriana', '1980-01-20'),
('Battista', '1980-01-19'),
('Sirio', '1980-01-17'),
('Orfeo', '1980-01-17'),
('Osvaldo', '1980-01-15'),
('Nadir', '1980-01-13'),
('Elda', '1980-01-07'),
('Edipo', '1980-01-06'),
('Ausonio', '1979-12-21'),
('Benedetta', '1979-12-21'),
('Joshua', '1979-12-16'),
('Tosca', '1979-12-12'),
('Rocco', '1979-12-07'),
('Demi', '1979-12-04'),
('Damiano', '1979-12-02'),
('Concetta', '1979-12-02'),
('Mauro', '1979-11-30'),
('Gianleonardo', '1979-11-29'),
('Alighieri', '1979-11-28'),
('Cirino', '1979-11-25'),
('Fortunata', '1979-11-24'),
('Gioacchino', '1979-11-20'),
('Matilde', '1979-11-17'),
('Walter', '1979-11-16'),
('Quirino', '1979-11-16'),
('Akira', '1979-11-16'),
('Concetta', '1979-11-12'),
('Fortunata', '1979-11-10'),
('Cira', '1979-11-10'),
('Zelida', '1979-11-09'),
('Battista', '1979-11-07'),
('Rosita', '1979-11-06'),
('Manuele', '1979-11-05'),
('Quarto', '1979-11-04'),
('Fulvio', '1979-11-03'),
('Neri', '1979-11-03'),
('Augusto', '1979-11-03'),
('Rosalba', '1979-11-02'),
('Elsa', '1979-11-02'),
('Artes', '1979-11-02'),
('Samira', '1979-10-24'),
('Arturo', '1979-10-22'),
('Dylan', '1979-10-21'),
('Furio', '1979-10-19'),
('Sue ellen', '1979-10-19'),
('Rita', '1979-10-17'),
('Mirco', '1979-10-08'),
('Shaira', '1979-10-08'),
('Moreno', '1979-10-07'),
('Enzo', '1979-10-06'),
('Cristyn', '1979-10-02'),
('Giacinta', '1979-09-29'),
('Genziana', '1979-09-20'),
('Jarno', '1979-09-18'),
('Tazio', '1979-09-10'),
('Romolo', '1979-09-07'),
('Valdo', '1979-09-06'),
('Vinicio', '1979-09-06'),
('Guendalina', '1979-09-05'),
('Soriana', '1979-08-20'),
('Danuta', '1979-08-20'),
('Giacinto', '1979-08-19'),
('Arturo', '1979-08-16'),
('Ione', '1979-08-15'),
('Mietta', '1979-08-14'),
('Ausonio', '1979-08-12'),
('Dindo', '1979-08-11'),
('Cira', '1979-08-11'),
('Davis', '1979-08-09'),
('Ruth', '1979-08-08'),
('Michele', '1979-08-05'),
('Tazio', '1979-08-03'),
('Felicia', '1979-08-02'),
('Tristano', '1979-07-26'),
('Penelope', '1979-07-25'),
('Osvaldo', '1979-07-22'),
('Ariel', '1979-07-20'),
('Omar', '1979-07-19'),
('Sibilla', '1979-07-17'),
('Lorenzo', '1979-07-17'),
('Giulietta', '1979-07-14'),
('Rosaria', '1979-07-07'),
('Lino', '1979-07-05'),
('Anastasio', '1979-07-02'),
('Lucrezia', '1979-06-30'),
('Jelena', '1979-06-26'),
('Mietta', '1979-06-26'),
('Rita', '1979-06-25'),
('Sibilla', '1979-06-21'),
('Doriana', '1979-06-20'),
('Boris', '1979-06-19'),
('Kayla', '1979-06-16'),
('Ilario', '1979-06-16'),
('Mariapia', '1979-06-10'),
('Folco', '1979-06-09'),
('Giulio', '1979-06-09'),
('Sue ellen', '1979-06-06'),
('Laura', '1979-06-02'),
('Quirino', '1979-05-26'),
('Battista', '1979-05-25'),
('Ilario', '1979-05-24'),
('Primo', '1979-05-24'),
('Piccarda', '1979-05-24'),
('Sasha', '1979-05-23'),
('Elda', '1979-05-23'),
('Serse', '1979-05-21'),
('Matteo', '1979-05-20'),
('Gelsomina', '1979-05-17'),
('Clea', '1979-05-15'),
('Giobbe', '1979-05-08'),
('Alighiero', '1979-05-08'),
('Grazia', '1979-04-28'),
('Brigitta', '1979-04-22'),
('Gianleonardo', '1979-04-22'),
('Pierfrancesco', '1979-04-18'),
('Shaira', '1979-04-13'),
('Mietta', '1979-04-09'),
('Rita', '1979-04-08'),
('Noel', '1979-04-06'),
('Matilde', '1979-04-05'),
('Michael', '1979-04-05'),
('Ileana', '1979-04-02'),
('Vera', '1979-04-01'),
('Costanzo', '1979-04-01'),
('Neri', '1979-03-29'),
('Eustachio', '1979-03-27'),
('Pierfrancesco', '1979-03-25'),
('Vera', '1979-03-23'),
('Isabel', '1979-03-23'),
('Giuliano', '1979-03-18'),
('Domingo', '1979-03-16'),
('Ileana', '1979-03-14'),
('Rebecca', '1979-03-14'),
('Monia', '1979-03-13'),
('Sue ellen', '1979-03-11'),
('Primo', '1979-03-09'),
('Alessio', '1979-03-09'),
('Fatima', '1979-03-04'),
('Matilde', '1979-03-02'),
('Clodovea', '1979-02-21'),
('Tolomeo', '1979-02-18'),
('Diamante', '1979-02-15'),
('Marieva', '1979-02-12'),
('Enrico', '1979-02-05'),
('Amos', '1979-02-03'),
('Ninfa', '1979-02-02'),
('Zaccaria', '1979-02-02'),
('Cirino', '1979-02-02'),
('Manfredi', '1979-02-01'),
('Nick', '1979-02-01'),
('Maria', '1979-01-31'),
('Claudia', '1979-01-29'),
('Odone', '1979-01-25'),
('Ileana', '1979-01-20'),
('Pierfrancesco', '1979-01-20'),
('Ileana', '1979-01-20'),
('Piererminio', '1979-01-19'),
('Vienna', '1979-01-17'),
('Assia', '1979-01-15'),
('Elsa', '1979-01-15'),
('Tosca', '1979-01-13'),
('Marina', '1979-01-10'),
('Cesidia', '1979-01-10'),
('Ermes', '1979-01-07'),
('Manfredi', '1979-01-03'),
('Antonino', '1979-01-02'),
('Nunzia', '1979-01-02'),
('Bettino', '1978-12-30'),
('Marina', '1978-12-30'),
('Rosolino', '1978-12-27'),
('Loris', '1978-12-26'),
('Bibiana', '1978-12-20'),
('Lucia', '1978-12-20'),
('Clea', '1978-12-07'),
('Ludovico', '1978-12-06'),
('Orfeo', '1978-12-03'),
('Nunzia', '1978-12-03'),
('Pietro', '1978-12-03'),
('Violante', '1978-12-01'),
('Danthon', '1978-11-23'),
('Donatella', '1978-11-21'),
('Fortunata', '1978-11-20'),
('Eriberto', '1978-11-20'),
('Cleopatra', '1978-11-17'),
('Liborio', '1978-11-17'),
('Clea', '1978-11-17'),
('Elga', '1978-11-16'),
('Giancarlo', '1978-11-15'),
('Tosca', '1978-11-14'),
('Omar', '1978-11-14'),
('Deborah', '1978-11-13'),
('Loris', '1978-11-12'),
('Carmela', '1978-11-09'),
('Amedeo', '1978-11-05'),
('Maggiore', '1978-11-04'),
('Loredana', '1978-11-01'),
('Marina', '1978-10-27'),
('Sarita', '1978-10-26'),
('Ninfa', '1978-10-22'),
('Vera', '1978-10-20'),
('Brigitta', '1978-10-19'),
('Ursula', '1978-10-18'),
('Marina', '1978-10-17'),
('Marina', '1978-10-15'),
('Leone', '1978-10-14'),
('Liborio', '1978-10-12'),
('Luce', '1978-10-11'),
('Bibiana', '1978-10-09'),
('Loredana', '1978-10-08'),
('Maika', '1978-10-07'),
('Carmelo', '1978-10-06'),
('Isabel', '1978-10-04'),
('Marvin', '1978-10-03'),
('Alessandro', '1978-09-26'),
('Dylan', '1978-09-26'),
('Anselmo', '1978-09-26'),
('Nayade', '1978-09-26'),
('Damiano', '1978-09-21'),
('Cristyn', '1978-09-21'),
('Mietta', '1978-09-19'),
('Maggiore', '1978-09-16'),
('Santo', '1978-09-16'),
('Oretta', '1978-09-13'),
('Fatima', '1978-09-12'),
('Arduino', '1978-09-12'),
('Ione', '1978-09-07'),
('Demian', '1978-08-25'),
('Nathan', '1978-08-24'),
('Diamante', '1978-08-24'),
('Aaron', '1978-08-21'),
('Davis', '1978-08-15'),
('Ileana', '1978-08-14'),
('Concetta', '1978-08-14'),
('Egisto', '1978-08-11'),
('Abramo', '1978-08-09'),
('Patrizio', '1978-08-07'),
('Marcella', '1978-08-06'),
('Benedetta', '1978-08-06'),
('Rebecca', '1978-08-06'),
('Ione', '1978-08-01'),
('Maria', '1978-07-23'),
('Alessio', '1978-07-22'),
('Rebecca', '1978-07-20'),
('Santo', '1978-07-19'),
('Alessio', '1978-07-15'),
('Lidia', '1978-07-11'),
('Manfredi', '1978-06-30'),
('Secondo', '1978-06-27'),
('Gastone', '1978-06-26'),
('Clea', '1978-06-23'),
('Pietro', '1978-06-19'),
('Cosetta', '1978-06-16'),
('Tommaso', '1978-06-10'),
('Elda', '1978-06-03'),
('Sasha', '1978-05-29'),
('Sebastian', '1978-05-28'),
('Michele', '1978-05-26'),
('Boris', '1978-05-24'),
('Thea', '1978-05-19'),
('Nicoletta', '1978-05-19'),
('Emilia', '1978-05-17'),
('Ortensia', '1978-05-17'),
('Shaira', '1978-05-17'),
('Mirko', '1978-05-16'),
('Marina', '1978-05-15'),
('Tristano', '1978-05-14'),
('Demi', '1978-05-14'),
('Giacinto', '1978-05-08'),
('Germano', '1978-05-07');
INSERT INTO `students` (`name`, `date_of_birth`) VALUES
('Genziana', '1978-05-05'),
('Cesidia', '1978-05-05'),
('Clodovea', '1978-05-04'),
('Fabio', '1978-05-02'),
('Enzo', '1978-05-01'),
('Giacinta', '1978-04-29'),
('Elga', '1978-04-25'),
('Muzio', '1978-04-25'),
('Flavio', '1978-04-18'),
('Kayla', '1978-04-16'),
('Cirino', '1978-04-15'),
('Joseph', '1978-04-14'),
('Alan', '1978-04-12'),
('Gregorio', '1978-04-11'),
('Lazzaro', '1978-04-11'),
('Manfredi', '1978-04-10'),
('Nadir', '1978-04-10'),
('Mariagiulia', '1978-04-10'),
('Rosolino', '1978-04-09'),
('Jack', '1978-04-07'),
('Armando', '1978-03-29'),
('Walter', '1978-03-27'),
('Giulietta', '1978-03-27'),
('Maika', '1978-03-24'),
('Giacinta', '1978-03-23'),
('Doriana', '1978-03-22'),
('Modesto', '1978-03-18'),
('Folco', '1978-03-16'),
('Miriana', '1978-03-15'),
('Fatima', '1978-03-14'),
('Hector', '1978-03-09'),
('Irene', '1978-03-08'),
('Mirco', '1978-03-08'),
('Luna', '1978-03-07'),
('Tosca', '1978-03-06'),
('Erminia', '1978-03-06'),
('Sabatino', '1978-03-05'),
('Gianmarco', '1978-02-16'),
('Miriam', '1978-02-16'),
('Miriana', '1978-02-06'),
('Lucia', '1978-02-05'),
('Evita', '1978-01-18'),
('Vera', '1978-01-17'),
('Guendalina', '1978-01-13'),
('Patrizio', '1978-01-11'),
('Maruska', '1978-01-09'),
('Tancredi', '1978-01-06'),
('Rosalba', '1978-01-04'),
('Sue ellen', '1978-01-03'),
('Timothy', '1978-01-03'),
('Augusto', '1978-01-03'),
('Fulvio', '1977-12-31'),
('Lino', '1977-12-31'),
('Gelsomina', '1977-12-26'),
('Flaviana', '1977-12-24'),
('Elsa', '1977-12-21'),
('Nestore', '1977-12-21'),
('Claudia', '1977-12-19'),
('Diamante', '1977-12-16'),
('Ferdinando', '1977-12-12'),
('Luce', '1977-12-11'),
('Rosalba', '1977-12-11'),
('Maria', '1977-12-10'),
('Nunzia', '1977-12-09'),
('Lidia', '1977-12-08'),
('Iacopo', '1977-12-08'),
('Emilia', '1977-12-04'),
('Tolomeo', '1977-11-26'),
('Leone', '1977-11-25'),
('Shaira', '1977-11-24'),
('Davis', '1977-11-23'),
('Noemi', '1977-11-21'),
('Celeste', '1977-11-18'),
('Selvaggia', '1977-11-18'),
('Neri', '1977-11-16'),
('Pierfrancesco', '1977-11-11'),
('Manfredi', '1977-11-09'),
('Bacchisio', '1977-11-04'),
('Edvige', '1977-10-30'),
('Gilda', '1977-10-26'),
('Kristel', '1977-10-25'),
('Primo', '1977-10-24'),
('Jacopo', '1977-10-23'),
('Rosita', '1977-10-21'),
('Lucrezia', '1977-10-20'),
('Shaira', '1977-10-20'),
('Jole', '1977-10-19'),
('Doriana', '1977-10-17'),
('Elsa', '1977-10-16'),
('Lauro', '1977-10-15'),
('Rufo', '1977-10-15'),
('Jole', '1977-10-09'),
('Raoul', '1977-10-08'),
('Nazzareno', '1977-10-06'),
('Costantino', '1977-10-04'),
('Morgana', '1977-09-29'),
('Filomena', '1977-09-28'),
('Ursula', '1977-09-28'),
('Ortensia', '1977-09-27'),
('Ivonne', '1977-09-27'),
('Marcella', '1977-09-27'),
('Gerlando', '1977-09-27'),
('Ian', '1977-09-25'),
('Omar', '1977-09-25'),
('Concetta', '1977-09-21'),
('Fatima', '1977-09-21'),
('Selvaggia', '1977-09-20'),
('Olimpia', '1977-09-16'),
('Cleopatra', '1977-09-15'),
('Nick', '1977-09-09'),
('Dante', '1977-09-07'),
('Dylan', '1977-09-07'),
('Ippolito', '1977-09-06'),
('Violante', '1977-09-04'),
('Domiziano', '1977-09-02'),
('Alessio', '1977-08-28'),
('Luna', '1977-08-26'),
('Lisa', '1977-08-25'),
('Emanuel', '1977-08-16'),
('Nicoletta', '1977-08-10'),
('Diamante', '1977-08-09'),
('Ubaldo', '1977-08-07'),
('Lia', '1977-08-04'),
('Cassiopea', '1977-08-03'),
('Tosca', '1977-08-03'),
('Ariel', '1977-07-29'),
('Bibiana', '1977-07-29'),
('Marzio', '1977-07-27'),
('Arturo', '1977-07-25'),
('Jarno', '1977-07-22'),
('Giorgio', '1977-07-21'),
('Graziano', '1977-07-21'),
('Matteo', '1977-07-21'),
('Jack', '1977-07-13'),
('Vinicio', '1977-07-10'),
('Diamante', '1977-07-06'),
('Assia', '1977-07-06'),
('Piccarda', '1977-07-04'),
('Marino', '1977-07-03'),
('Lisa', '1977-07-01'),
('Emanuel', '1977-06-30'),
('Deborah', '1977-06-25'),
('Cleopatra', '1977-06-23'),
('Enrica', '1977-06-23'),
('Miriana', '1977-06-19'),
('Lino', '1977-06-19'),
('Filomena', '1977-06-19'),
('Secondo', '1977-06-17'),
('Kai', '1977-06-16'),
('Mariano', '1977-06-13'),
('Siro', '1977-06-11'),
('Artes', '1977-06-09'),
('Filomena', '1977-06-06'),
('Quasimodo', '1977-06-05'),
('Maika', '1977-06-04'),
('Quasimodo', '1977-06-03'),
('Artemide', '1977-06-02'),
('Ione', '1977-05-30'),
('Morgana', '1977-05-28'),
('Timoteo', '1977-05-26'),
('Selvaggia', '1977-05-26'),
('Clea', '1977-05-25'),
('Timothy', '1977-05-20'),
('Sabatino', '1977-05-19'),
('Penelope', '1977-05-16'),
('Ione', '1977-05-13'),
('Ethan', '1977-05-11'),
('Alan', '1977-05-10'),
('Antonino', '1977-05-09'),
('Giuliano', '1977-05-07'),
('Marieva', '1977-05-02'),
('Iacopo', '1977-04-29'),
('Damiana', '1977-04-28'),
('Mirco', '1977-04-27'),
('Ivonne', '1977-04-27'),
('Ione', '1977-04-26'),
('Ortensia', '1977-04-26'),
('Thea', '1977-04-25'),
('Giovanna', '1977-04-24'),
('Ruth', '1977-04-20'),
('Ethan', '1977-04-20'),
('Antonio', '1977-04-19'),
('Gelsomina', '1977-04-12'),
('Vitalba', '1977-04-11'),
('Noemi', '1977-04-07'),
('Emilia', '1977-04-01'),
('Lucia', '1977-03-31'),
('Felicia', '1977-03-27'),
('Jack', '1977-03-25'),
('Leone', '1977-03-21'),
('Noah', '1977-03-19'),
('Giobbe', '1977-03-19'),
('Eufemia', '1977-03-12'),
('Renzo', '1977-03-12'),
('Ippolito', '1977-03-12'),
('Egidio', '1977-03-11'),
('Matteo', '1977-03-07'),
('Marina', '1977-03-05'),
('Marcella', '1977-03-02'),
('Marino', '1977-02-27'),
('Serse', '1977-02-26'),
('Claudia', '1977-02-25'),
('Vera', '1977-02-23'),
('Silverio', '1977-02-22'),
('Prisca', '1977-02-21'),
('Alessio', '1977-02-18'),
('Pablo', '1977-02-17'),
('Caio', '1977-02-11'),
('Helga', '1977-02-10'),
('Fatima', '1977-02-07'),
('Alighieri', '1977-02-05'),
('Bacchisio', '1977-02-01'),
('Radio', '1977-01-30'),
('Benedetta', '1977-01-29'),
('Enrica', '1977-01-26'),
('Ione', '1977-01-26'),
('Ileana', '1977-01-22'),
('Enrica', '1977-01-20'),
('Albino', '1977-01-19'),
('Nunzia', '1977-01-15'),
('Evita', '1977-01-14'),
('Alighieri', '1977-01-14'),
('Michael', '1977-01-09'),
('Elsa', '1977-01-06'),
('Priamo', '1977-01-04'),
('Olimpia', '1977-01-03'),
('Secondo', '1977-01-01'),
('Italo', '1976-12-27'),
('Elsa', '1976-12-22'),
('Cosetta', '1976-12-19'),
('Fatima', '1976-12-18'),
('Ulrico', '1976-12-12'),
('Matilde', '1976-12-12'),
